Unnamed: 0,Region,Country,Year,Gender,Completion Rate for Primary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes,","Gross intake ratio to the last grade of primary education,",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%)
1511,SDG: Europe and Northern America,Serbia,2020,male,99.6,57.66,42.18,98.08,73.7825,15.022455621301775,4.163665730337078
1612,SDG: Europe and Northern America,Ukraine,2012,female,99.27,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,98.2,99.96,14.93,6.44
1613,SDG: Europe and Northern America,Ukraine,2012,male,99.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,96.86,100.0,14.93,6.44
1614,SDG: Europe and Northern America,Ukraine,2013,female,99.27,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,104.28,73.7825,15.14,6.42
1615,SDG: Europe and Northern America,Ukraine,2013,male,99.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,102.47,73.7825,15.14,6.42
1616,SDG: Europe and Northern America,Ukraine,2014,female,99.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,103.59,73.7825,14.09,5.87
1617,SDG: Europe and Northern America,Ukraine,2014,male,99.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,101.65,73.7825,14.09,5.87
1618,SDG: Europe and Northern America,Ukraine,2015,female,99.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,13.48,5.74
1619,SDG: Europe and Northern America,Ukraine,2015,male,99.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,13.48,5.74
1620,SDG: Europe and Northern America,Ukraine,2016,female,99.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,13.43,5.01
1621,SDG: Europe and Northern America,Ukraine,2016,male,99.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,13.43,5.01
1622,SDG: Europe and Northern America,Ukraine,2017,female,99.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,14.4,5.42
1623,SDG: Europe and Northern America,Ukraine,2017,male,99.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,73.7825,14.4,5.42
1698,SDG: Latin America and the Caribbean,Argentina,2012,female,96.5,37.87,4.92,102.99,73.7825,14.52,5.35
1699,SDG: Latin America and the Caribbean,Argentina,2012,male,94.8,37.28,5.05,103.7,73.7825,14.52,5.35
1700,SDG: Latin America and the Caribbean,Argentina,2013,female,96.6,38.5,4.91,101.18,73.7825,14.46,5.44
1701,SDG: Latin America and the Caribbean,Argentina,2013,male,94.9,37.99,5.06,102.1,73.7825,14.46,5.44
1702,SDG: Latin America and the Caribbean,Argentina,2014,female,96.7,39.01,4.99,102.59,73.7825,13.8,5.36
1703,SDG: Latin America and the Caribbean,Argentina,2014,male,95.0,38.48,5.14,103.6,73.7825,13.8,5.36
1704,SDG: Latin America and the Caribbean,Argentina,2015,female,96.8,39.78,5.15,102.48,73.7825,13.96,5.78
1705,SDG: Latin America and the Caribbean,Argentina,2015,male,95.1,39.31,5.31,103.45,73.7825,13.96,5.78
1706,SDG: Latin America and the Caribbean,Argentina,2016,female,96.9,40.23,5.36,104.33,73.7825,13.36,5.55
1707,SDG: Latin America and the Caribbean,Argentina,2016,male,95.2,39.73,5.47,103.47,73.7825,13.36,5.55
1708,SDG: Latin America and the Caribbean,Argentina,2017,female,97.0,40.78,5.42,99.69,73.7825,13.26,5.45
1709,SDG: Latin America and the Caribbean,Argentina,2017,male,95.2,40.33,5.6,100.22,73.7825,13.26,5.45
1710,SDG: Latin America and the Caribbean,Argentina,2018,female,97.1,41.61,5.48,98.44,73.7825,12.52,4.88
1711,SDG: Latin America and the Caribbean,Argentina,2018,male,95.3,41.07,5.64,98.97,73.7825,12.52,4.88
1712,SDG: Latin America and the Caribbean,Argentina,2019,female,97.2,41.92,5.39,98.18,73.7825,12.53,4.78
1713,SDG: Latin America and the Caribbean,Argentina,2019,male,95.4,41.44,5.59,98.9,73.7825,12.53,4.78
1714,SDG: Latin America and the Caribbean,Argentina,2020,female,97.3,40.91,4.86,101.58,73.7825,11.93,5.07
1715,SDG: Latin America and the Caribbean,Argentina,2020,male,95.4,40.44,4.99,101.12,73.7825,11.93,5.07
1778,SDG: Latin America and the Caribbean,Belize,2012,female,83.2,46.6,0.0,109.0,73.7825,15.022455621301775,4.163665730337078
1779,SDG: Latin America and the Caribbean,Belize,2012,male,75.5,46.37,0.0,107.12,73.7825,15.022455621301775,4.163665730337078
1780,SDG: Latin America and the Caribbean,Belize,2013,female,83.7,49.18,0.0,101.58,73.7825,23.13,5.14
1781,SDG: Latin America and the Caribbean,Belize,2013,male,75.8,48.9,0.0,101.82,73.7825,23.13,5.14
1782,SDG: Latin America and the Caribbean,Belize,2014,female,84.4,50.86,0.0,100.74,73.7825,21.56,5.15
1783,SDG: Latin America and the Caribbean,Belize,2014,male,76.1,49.68,0.0,103.37,73.7825,21.56,5.15
1784,SDG: Latin America and the Caribbean,Belize,2015,female,79.48,50.58,0.0,103.57,73.7825,21.59,5.36
1785,SDG: Latin America and the Caribbean,Belize,2015,male,69.53,49.28,0.0,104.89,73.7825,21.59,5.36
1786,SDG: Latin America and the Caribbean,Belize,2016,female,96.73,50.41,0.0,105.7,73.7825,20.49,5.68
1787,SDG: Latin America and the Caribbean,Belize,2016,male,95.64,50.53,0.0,104.98,73.7825,20.49,5.68
1788,SDG: Latin America and the Caribbean,Belize,2017,female,86.2,50.05,0.0,102.43,73.7825,21.52,5.9
1789,SDG: Latin America and the Caribbean,Belize,2017,male,77.1,47.69,0.0,102.79,73.7825,21.52,5.9
1790,SDG: Latin America and the Caribbean,Belize,2018,female,86.8,48.67,0.0,104.12,73.7825,22.15,6.07
1791,SDG: Latin America and the Caribbean,Belize,2018,male,77.5,46.23,0.0,104.82,73.7825,22.15,6.07
1792,SDG: Latin America and the Caribbean,Belize,2019,female,87.4,48.33,0.0,103.08,73.7825,22.22,5.91
1793,SDG: Latin America and the Caribbean,Belize,2019,male,77.9,47.03,0.0,102.62,73.7825,22.22,5.91
1794,SDG: Latin America and the Caribbean,Belize,2020,female,88.0,46.65,0.0,104.41,73.7825,21.52,7.67
1795,SDG: Latin America and the Caribbean,Belize,2020,male,78.3,46.53,0.0,104.5,73.7825,21.52,7.67
1818,SDG: Latin America and the Caribbean,Brazil,2012,female,94.18,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,92.9,15.73,5.86
1819,SDG: Latin America and the Caribbean,Brazil,2012,male,88.95,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,91.16,15.73,5.86
1820,SDG: Latin America and the Caribbean,Brazil,2013,female,93.99,43.62,23.85,88.92935483870968,93.24,15.59,5.84
1821,SDG: Latin America and the Caribbean,Brazil,2013,male,89.07,43.84,24.51,88.92935483870968,91.57,15.59,5.84
1822,SDG: Latin America and the Caribbean,Brazil,2014,female,95.17,45.23,25.17,88.92935483870968,93.62,15.44,5.95
1823,SDG: Latin America and the Caribbean,Brazil,2014,male,90.73,45.31,25.72,88.92935483870968,91.74,15.44,5.95
1824,SDG: Latin America and the Caribbean,Brazil,2015,female,95.39,45.61,26.36,88.92935483870968,94.09,16.22,6.24
1825,SDG: Latin America and the Caribbean,Brazil,2015,male,91.09,45.77,26.75,88.92935483870968,92.33,16.22,6.24
1826,SDG: Latin America and the Caribbean,Brazil,2016,female,95.49,47.43,27.4,88.92935483870968,94.74,15.93,6.31
1827,SDG: Latin America and the Caribbean,Brazil,2016,male,92.12,47.67,28.34,88.92935483870968,93.28,15.93,6.31
1828,SDG: Latin America and the Caribbean,Brazil,2017,female,96.1,48.49,28.96,88.92935483870968,94.91,16.5,6.32
1829,SDG: Latin America and the Caribbean,Brazil,2017,male,93.23,49.07,29.91,88.92935483870968,93.51,16.5,6.32
1830,SDG: Latin America and the Caribbean,Brazil,2018,female,96.41,49.79,30.77,88.92935483870968,95.22,16.15,6.09
1831,SDG: Latin America and the Caribbean,Brazil,2018,male,93.84,50.2,31.19,88.92935483870968,93.75,16.15,6.09
1832,SDG: Latin America and the Caribbean,Brazil,2019,female,96.96,51.17,32.31,88.92935483870968,95.46,15.96,5.96
1833,SDG: Latin America and the Caribbean,Brazil,2019,male,94.44,51.42,33.09,88.92935483870968,93.94,15.96,5.96
1834,SDG: Latin America and the Caribbean,Brazil,2020,female,97.31,50.49,31.78,88.92935483870968,96.42,15.022455621301775,4.163665730337078
1835,SDG: Latin America and the Caribbean,Brazil,2020,male,95.36,50.47,31.91,88.92935483870968,94.93,15.022455621301775,4.163665730337078
1836,SDG: Latin America and the Caribbean,Brazil,2021,female,97.62,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,96.47,15.022455621301775,4.163665730337078
1837,SDG: Latin America and the Caribbean,Brazil,2021,male,95.67,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,88.92935483870968,95.13,15.022455621301775,4.163665730337078
1874,SDG: Latin America and the Caribbean,Chile,2012,female,98.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,98.92,73.7825,19.67,4.163665730337078
1875,SDG: Latin America and the Caribbean,Chile,2012,male,98.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,98.73,73.7825,19.67,4.163665730337078
1876,SDG: Latin America and the Caribbean,Chile,2013,female,97.77,48.27,18.95,98.28,97.22,19.68,4.55
1877,SDG: Latin America and the Caribbean,Chile,2013,male,96.38,49.75,19.69,99.11,96.93,19.68,4.55
1878,SDG: Latin America and the Caribbean,Chile,2014,female,98.8,50.02,19.33,98.9,73.7825,19.92,4.75
1879,SDG: Latin America and the Caribbean,Chile,2014,male,98.4,51.34,20.16,98.9,73.7825,19.92,4.75
1880,SDG: Latin America and the Caribbean,Chile,2015,female,98.04,51.04,20.4,96.84,97.98,19.59,4.9
1881,SDG: Latin America and the Caribbean,Chile,2015,male,97.03,52.33,21.14,97.11,97.6,19.59,4.9
1882,SDG: Latin America and the Caribbean,Chile,2016,female,98.9,51.88,21.57,94.92,73.7825,21.16,5.37
1883,SDG: Latin America and the Caribbean,Chile,2016,male,98.6,53.11,22.27,96.03,73.7825,21.16,5.37
1884,SDG: Latin America and the Caribbean,Chile,2017,female,97.7,52.93,23.47,94.13,97.36,21.31,5.43
1885,SDG: Latin America and the Caribbean,Chile,2017,male,96.63,54.02,24.17,95.36,97.1,21.31,5.43
1886,SDG: Latin America and the Caribbean,Chile,2018,female,99.1,54.12,24.78,95.75,73.7825,21.37,5.47
1887,SDG: Latin America and the Caribbean,Chile,2018,male,98.7,55.12,25.32,96.72,73.7825,21.37,5.47
1888,SDG: Latin America and the Caribbean,Chile,2019,female,99.1,55.98,25.44,97.69,73.7825,21.23,5.62
1889,SDG: Latin America and the Caribbean,Chile,2019,male,98.8,57.08,26.01,98.78,73.7825,21.23,5.62
1890,SDG: Latin America and the Caribbean,Chile,2020,female,98.89,54.45,22.28,100.98,73.7825,15.022455621301775,4.163665730337078
1891,SDG: Latin America and the Caribbean,Chile,2020,male,97.18,55.63,23.18,101.96,73.7825,15.022455621301775,4.163665730337078
1894,SDG: Latin America and the Caribbean,Colombia,2012,female,93.45,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,109.12,94.45,15.02,4.37
1895,SDG: Latin America and the Caribbean,Colombia,2012,male,88.69,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,110.2,93.64,15.02,4.37
1896,SDG: Latin America and the Caribbean,Colombia,2013,female,93.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,99.07,94.82,16.26,4.88
1897,SDG: Latin America and the Caribbean,Colombia,2013,male,88.48,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",6.361500711237554,100.48,93.8,16.26,4.88
